Symbol,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Date GMT+0
BTCUSDT,1640736000000,47543.74,48139.08,46096.99,46464.66,39498.87,1640822399999,1873785571.2732968,1114074,19089.6191,905969695.6425399,0,2021-12-29
ETHUSDT,1640736000000,3792.75,3827.78,3604.2,3630.19,302753.6375,1640822399999,1136202240.431213,719559,138893.5886,521509292.190415,0,2021-12-29
BNBUSDT,1640736000000,534.2,540.5,510.3,514.5,740117.867,1640822399999,390415720.3118,498434,352578.627,186049723.4879,0,2021-12-29
NEOUSDT,1640736000000,27.0,27.24,25.87,26.06,314933.7,1640822399999,8402444.3479,31364,156276.32,4169797.3746,0,2021-12-29
LTCUSDT,1640736000000,145.6,151.0,143.9,145.5,444947.628,1640822399999,65838630.9247,123757,220586.387,32648146.4266,0,2021-12-29
QTUMUSDT,1640736000000,9.068,9.244,8.712,8.769,839165.7,1640822399999,7555217.8261,35137,426021.4,3837628.4935,0,2021-12-29
ADAUSDT,1640736000000,1.4,1.438,1.323,1.332,151404808.3,1640822399999,209084760.1348,331818,73590732.8,101656381.198,0,2021-12-29
XRPUSDT,1640736000000,0.8516,0.8645,0.81,0.8171,306520880.0,1640822399999,257232945.2212,347814,146039311.0,122506789.5478,0,2021-12-29
EOSUSDT,1640736000000,3.129,3.216,3.01,3.031,15274921.7,1640822399999,47622924.8098,104487,7635348.3,23791200.4424,0,2021-12-29
TUSDUSDT,1640736000000,0.9999,1.0,0.9998,0.9999,41383701.0,1640822399999,41379325.4872,19745,19650344.0,19649204.8258,0,2021-12-29
IOTAUSDT,1640736000000,1.429,1.55,1.427,1.482,49611302.0,1640822399999,74154949.2736,361151,24042936.0,35954886.2608,0,2021-12-29
XLMUSDT,1640736000000,0.274,0.2795,0.2643,0.2669,83469755.0,1640822399999,22870329.9125,81345,38358153.0,10514516.4344,0,2021-12-29
ONTUSDT,1640736000000,0.69,0.6961,0.6517,0.6573,13313738.0,1640822399999,9020928.6083,42138,6320846.0,4280777.7365,0,2021-12-29
TRXUSDT,1640736000000,0.07714,0.08003,0.0761,0.0765,1248802637.0,1640822399999,97820823.910133,177645,621924516.7,48714972.318899,0,2021-12-29
ETCUSDT,1640736000000,34.93,35.47,33.76,34.14,704989.75,1640822399999,24470784.2891,47687,348143.05,12081525.3852,0,2021-12-29
ICXUSDT,1640736000000,1.779,1.8,1.42,1.437,19849663.9,1640822399999,31049142.0303,80318,9635027.7,15088802.2883,0,2021-12-29
NULSUSDT,1640736000000,0.8154,0.939,0.794,0.827,22586577.0,1640822399999,19626086.3134,112098,11382638.0,9905762.7819,0,2021-12-29
VETUSDT,1640736000000,0.08765,0.09013,0.08189,0.08258,704362667.1,1640822399999,60612924.578236,197358,329180793.4,28332213.808054,0,2021-12-29
USDCUSDT,1640736000000,0.9998,1.0001,0.9997,1.0,98309653.0,1640822399999,98302802.6081,39689,51088414.0,51085731.5063,0,2021-12-29
LINKUSDT,1640736000000,20.38,20.97,19.53,19.74,6951841.9,1640822399999,141572982.9865,198829,3382697.22,68912827.9968,0,2021-12-29
WAVESUSDT,1640736000000,14.83,15.07,14.1,14.37,645060.15,1640822399999,9410123.1053,36479,318380.83,4643301.8531,0,2021-12-29
BTTUSDT,1640736000000,0.002634,0.003106,0.002626,0.0027,34877790621.0,1640822399999,99818579.624007,255491,17172946563.0,49193805.663223,0,2021-12-29
ONGUSDT,1640736000000,0.7606,0.7828,0.73,0.7375,580735.0,1640822399999,436939.5766,3298,283633.0,213392.3199,0,2021-12-29
HOTUSDT,1640736000000,0.007677,0.007962,0.007295,0.007411,2567848274.0,1640822399999,19728509.449511,89450,1263810065.0,9713799.793237,0,2021-12-29
ZILUSDT,1640736000000,0.07517,0.0822,0.07486,0.08008,477328404.7,1640822399999,37899141.058757,142828,243309399.2,19328860.271698,0,2021-12-29
ZRXUSDT,1640736000000,0.7988,0.8269,0.7509,0.7601,4427857.0,1640822399999,3478130.953,16482,2410272.0,1898965.2362,0,2021-12-29
FETUSDT,1640736000000,0.5192,0.5316,0.4955,0.5004,7694690.0,1640822399999,3951026.1779,15553,3469236.0,1784857.1367,0,2021-12-29
BATUSDT,1640736000000,1.2201,1.2467,1.1364,1.1508,18770905.0,1640822399999,22410578.394,79477,8544605.0,10211120.0785,0,2021-12-29
XMRUSDT,1640736000000,208.6,219.0,202.7,214.7,75846.687,1640822399999,15917664.7862,44342,39631.751,8320160.1222,0,2021-12-29
ZECUSDT,1640736000000,149.7,151.5,140.9,146.6,251112.556,1640822399999,36879918.3872,82010,116068.921,17047686.1285,0,2021-12-29
IOSTUSDT,1640736000000,0.03264,0.03328,0.03149,0.03186,261986968.0,1640822399999,8533680.60238,49547,125683050.0,4091195.59397,0,2021-12-29
CELRUSDT,1640736000000,0.07683,0.07893,0.07117,0.07287,282452135.1,1640822399999,21274815.566137,76987,131239745.4,9902898.218925,0,2021-12-29
DASHUSDT,1640736000000,134.7,136.9,131.2,133.3,107339.489,1640822399999,14430805.797,62645,54289.274,7300742.1982,0,2021-12-29
NANOUSDT,1640736000000,3.754,3.775,3.42,3.497,853008.1,1640822399999,3061423.4269,14853,421115.5,1511009.681,0,2021-12-29
OMGUSDT,1640736000000,6.245,6.416,5.856,5.925,9665573.2,1640822399999,59417151.3285,176243,4786947.2,29421425.9954,0,2021-12-29
THETAUSDT,1640736000000,5.083,5.279,4.841,4.913,13148488.3,1640822399999,66731340.972,255123,6453169.3,32760447.7101,0,2021-12-29
ENJUSDT,1640736000000,2.757,2.864,2.6,2.648,14281932.0,1640822399999,38911749.4102,101906,7011694.3,19123798.4454,0,2021-12-29
MITHUSDT,1640736000000,0.06182,0.06451,0.0584,0.05956,81407616.6,1640822399999,5019596.99938,23952,39000289.6,2407577.329643,0,2021-12-29
MATICUSDT,1640736000000,2.492,2.618,2.406,2.474,141095031.4,1640822399999,356632381.958,725861,68869291.9,174108688.7657,0,2021-12-29
ATOMUSDT,1640736000000,26.62,28.16,25.1,27.94,3904467.29,1640822399999,104283651.2715,323847,1871926.37,50073361.7774,0,2021-12-29
TFUELUSDT,1640736000000,0.2046,0.2068,0.1902,0.1918,34696484.0,1640822399999,6869810.7552,25748,16237729.0,3216003.3457,0,2021-12-29
ONEUSDT,1640736000000,0.2363,0.24443,0.222,0.22528,164271446.0,1640822399999,38535031.566197,105035,80481510.2,18891352.664896,0,2021-12-29
FTMUSDT,1640736000000,2.2284,2.365,2.1,2.1362,143841428.0,1640822399999,322864742.2763,518390,71278362.0,160272949.9046,0,2021-12-29
ALGOUSDT,1640736000000,1.4661,1.6442,1.4062,1.5827,44785855.0,1640822399999,68435119.0049,230784,21955481.0,33546310.1638,0,2021-12-29
