Symbol,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Date GMT+0
BTCUSDT,1671321600000,16777.54,16863.26,16663.07,16738.21,112619.31646,1671407999999,1884666030.099238,3369193,55539.12922,929480021.401935,0,2022-12-18
ETHUSDT,1671321600000,1187.16,1199.54,1170.32,1183.06,252260.144,1671407999999,298608427.352787,385205,124008.6871,146847301.703688,0,2022-12-18
BNBUSDT,1671321600000,242.1,254.6,239.5,251.0,526139.427,1671407999999,130305766.1496,250104,277461.245,68731269.4234,0,2022-12-18
NEOUSDT,1671321600000,6.7,6.8,6.61,6.73,195030.13,1671407999999,1307604.1788,7004,100206.03,672587.7715,0,2022-12-18
LTCUSDT,1671321600000,64.89,65.96,63.03,64.37,639108.584,1671407999999,41159074.26006,112020,296767.434,19116192.80858,0,2022-12-18
QTUMUSDT,1671321600000,2.063,2.069,2.008,2.027,316863.2,1671407999999,645696.4929,4754,140579.0,286596.4913,0,2022-12-18
ADAUSDT,1671321600000,0.2672,0.2713,0.2627,0.2659,90386512.2,1671407999999,24138629.78028,55328,44039307.1,11766153.31626,0,2022-12-18
XRPUSDT,1671321600000,0.3545,0.3556,0.3473,0.3499,115421793.0,1671407999999,40560825.171,57021,54046463.0,18991622.9116,0,2022-12-18
EOSUSDT,1671321600000,0.892,0.897,0.878,0.882,3090193.9,1671407999999,2741153.0379,11205,1547378.6,1372775.9006,0,2022-12-18
IOTAUSDT,1671321600000,0.1709,0.1723,0.1671,0.1681,6054461.0,1671407999999,1026238.0863,6639,3230684.0,547791.5355,0,2022-12-18
XLMUSDT,1671321600000,0.0758,0.0771,0.0754,0.0764,20283662.0,1671407999999,1547020.6376,9700,9673746.0,738459.5017,0,2022-12-18
ONTUSDT,1671321600000,0.1638,0.1643,0.1606,0.1629,4492354.0,1671407999999,729757.8688,3998,1979062.0,321416.0899,0,2022-12-18
TRXUSDT,1671321600000,0.05485,0.05519,0.05323,0.05378,435758357.3,1671407999999,23530859.805874,73680,211201288.3,11405650.522282,0,2022-12-18
ETCUSDT,1671321600000,16.19,16.25,15.65,15.94,416341.69,1671407999999,6662096.6983,27228,183998.14,2945235.8946,0,2022-12-18
ICXUSDT,1671321600000,0.1517,0.1531,0.1487,0.1509,3060971.5,1671407999999,461365.93918,3945,1502084.2,226495.4394,0,2022-12-18
NULSUSDT,1671321600000,0.1916,0.1941,0.1859,0.1863,2217219.0,1671407999999,420585.4581,2949,934271.0,178026.4875,0,2022-12-18
VETUSDT,1671321600000,0.01689,0.01692,0.0165,0.01664,150280705.8,1671407999999,2506472.847281,17889,75304339.9,1256089.794369,0,2022-12-18
LINKUSDT,1671321600000,6.03,6.064,5.914,5.949,2206062.25,1671407999999,13226533.47215,38057,1099997.56,6595835.17156,0,2022-12-18
WAVESUSDT,1671321600000,1.589,1.606,1.494,1.519,2580138.99,1671407999999,3963433.15937,20828,1290941.29,1982744.33268,0,2022-12-18
ONGUSDT,1671321600000,0.2279,0.2333,0.2245,0.231,392876.0,1671407999999,89449.7985,933,254745.0,58041.2051,0,2022-12-18
HOTUSDT,1671321600000,0.001544,0.001554,0.001513,0.001522,405135160.0,1671407999999,619610.191347,3963,195626104.0,299418.196833,0,2022-12-18
ZILUSDT,1671321600000,0.01907,0.01911,0.01854,0.01857,71186101.6,1671407999999,1337124.832104,8488,35404303.1,665208.637366,0,2022-12-18
ZRXUSDT,1671321600000,0.1683,0.1694,0.164,0.1679,2597874.0,1671407999999,432252.3835,3611,1152719.0,191636.1969,0,2022-12-18
FETUSDT,1671321600000,0.0896,0.0935,0.0859,0.0878,36708750.0,1671407999999,3268159.9064,22522,17714651.0,1581869.6365,0,2022-12-18
BATUSDT,1671321600000,0.1913,0.1921,0.1881,0.1891,3356725.0,1671407999999,637734.2061,3956,1762718.0,335040.3257,0,2022-12-18
XMRUSDT,1671321600000,143.4,146.1,142.7,144.0,39832.124,1671407999999,5741800.7292,16983,18617.845,2684152.8338,0,2022-12-18
ZECUSDT,1671321600000,43.0,46.6,42.5,43.4,74493.676,1671407999999,3232173.8587,10460,31046.439,1356665.1513,0,2022-12-18
IOSTUSDT,1671321600000,0.00739,0.00742,0.00726,0.00728,44390885.0,1671407999999,325559.01355,2227,17619531.0,129203.86062,0,2022-12-18
CELRUSDT,1671321600000,0.01062,0.01074,0.01044,0.01057,34765429.8,1671407999999,368437.921763,3685,15675368.3,166434.232714,0,2022-12-18
DASHUSDT,1671321600000,43.16,43.41,42.01,42.42,60763.977,1671407999999,2590649.57459,14236,29385.559,1253965.09448,0,2022-12-18
OMGUSDT,1671321600000,1.028,1.03,1.002,1.013,680576.8,1671407999999,692144.3219,3712,311637.2,317063.4495,0,2022-12-18
THETAUSDT,1671321600000,0.752,0.761,0.741,0.75,1813869.7,1671407999999,1362373.1174,6806,752223.3,565262.6095,0,2022-12-18
ENJUSDT,1671321600000,0.2629,0.2638,0.2577,0.2614,2617737.2,1671407999999,683006.1108,6115,1366416.3,356471.65778,0,2022-12-18
MITHUSDT,1671321600000,0.00657,0.0074,0.00625,0.00655,232807935.7,1671407999999,1561025.735764,11834,117188935.7,789574.928922,0,2022-12-18
MATICUSDT,1671321600000,0.8156,0.8264,0.8026,0.8126,35962632.2,1671407999999,29278435.66487,66379,17562771.4,14298401.51897,0,2022-12-18
ATOMUSDT,1671321600000,8.804,8.95,8.752,8.857,905122.01,1671407999999,8006585.58255,32818,425368.54,3764276.9285,0,2022-12-18
TFUELUSDT,1671321600000,0.0369,0.0377,0.0359,0.0365,11342353.0,1671407999999,415360.5595,2214,5472956.0,200715.1574,0,2022-12-18
ONEUSDT,1671321600000,0.01178,0.01184,0.01154,0.01161,62728051.1,1671407999999,733227.001901,7065,30763227.3,359727.786584,0,2022-12-18
FTMUSDT,1671321600000,0.2073,0.2086,0.2028,0.2055,41540883.0,1671407999999,8550541.7822,25651,19114164.0,3934183.8301,0,2022-12-18
ALGOUSDT,1671321600000,0.1946,0.1953,0.1869,0.1881,42677222.0,1671407999999,8124609.9391,27478,18771799.0,3575549.9052,0,2022-12-18
DOGEUSDT,1671321600000,0.07918,0.08005,0.07759,0.07847,630900319.0,1671407999999,49712793.28122,114069,307923692.0,24264125.54574,0,2022-12-18
DUSKUSDT,1671321600000,0.0815,0.0816,0.0791,0.0805,6348693.0,1671407999999,509424.6369,3737,3023625.0,242925.2293,0,2022-12-18
ANKRUSDT,1671321600000,0.01835,0.01844,0.01801,0.01816,46323049.7,1671407999999,843029.139813,5994,21375138.3,389003.890574,0,2022-12-18
WINUSDT,1671321600000,8.1e-05,8.18e-05,8.02e-05,8.07e-05,4175360636.0,1671407999999,337275.1162517,3757,2186616791.0,176745.7199936,0,2022-12-18
COSUSDT,1671321600000,0.00462,0.00465,0.00451,0.00454,62347350.2,1671407999999,285339.685763,3284,25006811.1,114626.768069,0,2022-12-18
COCOSUSDT,1671321600000,0.5492,0.5521,0.5314,0.5332,1112125.0,1671407999999,599986.8861,3949,517643.0,279694.785,0,2022-12-18
MTLUSDT,1671321600000,0.642,0.673,0.632,0.646,2252068.2,1671407999999,1460563.0936,10475,1159874.1,751843.7966,0,2022-12-18
TOMOUSDT,1671321600000,0.2794,0.2796,0.2724,0.2734,546540.0,1671407999999,150660.64303,1935,251929.4,69472.33928,0,2022-12-18
PERLUSDT,1671321600000,0.01417,0.01625,0.0141,0.01437,70200675.6,1671407999999,1058865.407895,8972,33465516.2,507444.202067,0,2022-12-18
DENTUSDT,1671321600000,0.000634,0.000644,0.000623,0.000628,532974542.0,1671407999999,336990.712246,2057,239004708.0,151258.067996,0,2022-12-18
MFTUSDT,1671321600000,0.00552,0.005561,0.005177,0.005369,86267355.0,1671407999999,462569.135718,2465,42175248.0,226579.842733,0,2022-12-18
KEYUSDT,1671321600000,0.003146,0.003152,0.003108,0.003131,26525459.0,1671407999999,83044.199945,833,8263906.0,25915.106591,0,2022-12-18
DOCKUSDT,1671321600000,0.01441,0.01552,0.01439,0.01455,28583115.0,1671407999999,424964.56106,3769,15449257.0,231022.01448,0,2022-12-18
WANUSDT,1671321600000,0.1505,0.1532,0.1491,0.1514,852160.0,1671407999999,128902.7638,1963,414032.0,62664.2828,0,2022-12-18
FUNUSDT,1671321600000,0.00611,0.00614,0.00607,0.0061,17020159.0,1671407999999,103853.16758,4416,8678109.0,52997.68049,0,2022-12-18
CHZUSDT,1671321600000,0.1199,0.1271,0.1161,0.1181,325756366.0,1671407999999,39052417.3201,69516,152864519.0,18328894.4612,0,2022-12-18
BANDUSDT,1671321600000,1.742,1.746,1.69,1.728,579308.9,1671407999999,994467.1672,5327,304543.3,523066.1714,0,2022-12-18
BUSDUSDT,1671321600000,0.9999,1.0,0.9998,0.9998,228925254.0,1671407999999,228902889.6845,223451,99368028.0,99362033.9822,0,2022-12-18
BEAMUSDT,1671321600000,0.1249,0.125,0.118,0.1211,4172502.0,1671407999999,504618.0948,4416,1548913.0,187561.599,0,2022-12-18
XTZUSDT,1671321600000,0.843,0.849,0.825,0.836,1859650.1,1671407999999,1560247.4822,7829,830745.7,697034.7159,0,2022-12-18
RENUSDT,1671321600000,0.075596,0.076196,0.0734,0.075304,12622238.0,1671407999999,943455.724357,7253,6826149.0,510657.251925,0,2022-12-18
RVNUSDT,1671321600000,0.01981,0.0201,0.01954,0.01994,43540796.0,1671407999999,862451.261925,5935,22137580.6,438619.707489,0,2022-12-18
HBARUSDT,1671321600000,0.043,0.0444,0.0429,0.0438,33873034.0,1671407999999,1483277.8788,5993,16940628.0,741544.939,0,2022-12-18
NKNUSDT,1671321600000,0.08,0.0824,0.0789,0.0792,5354945.0,1671407999999,429899.329,3282,2652475.0,213078.6685,0,2022-12-18
STXUSDT,1671321600000,0.238,0.239,0.23,0.235,1349942.5,1671407999999,315969.4695,2661,646347.2,151393.7089,0,2022-12-18
KAVAUSDT,1671321600000,0.718,0.725,0.691,0.701,1454593.8,1671407999999,1028009.4524,12745,683402.3,483063.4148,0,2022-12-18
ARPAUSDT,1671321600000,0.02604,0.02643,0.02573,0.0261,12173174.4,1671407999999,317558.880996,3098,5273817.7,137778.824698,0,2022-12-18
IOTXUSDT,1671321600000,0.02024,0.02035,0.01984,0.02013,18483967.0,1671407999999,372260.346,4093,9437417.0,190168.57753,0,2022-12-18
RLCUSDT,1671321600000,1.203,1.203,1.136,1.176,1770929.0,1671407999999,2059233.0959,10316,840126.8,976596.078,0,2022-12-18
CTXCUSDT,1671321600000,0.1735,0.174,0.16,0.165,13986941.0,1671407999999,2314566.2869,13203,6271920.0,1038268.3689,0,2022-12-18
BCHUSDT,1671321600000,103.2,103.7,101.4,102.0,22885.588,1671407999999,2346653.5096,9673,10756.129,1103328.3249,0,2022-12-18
TROYUSDT,1671321600000,0.0026,0.002621,0.002525,0.002532,59004417.0,1671407999999,151519.664832,1620,24333942.0,62610.752746,0,2022-12-18
VITEUSDT,1671321600000,0.02078,0.02159,0.02026,0.0208,26143373.9,1671407999999,548585.37179,4617,12252546.2,258455.738319,0,2022-12-18
EURUSDT,1671321600000,1.0576,1.0593,1.0575,1.0588,8343549.2,1671407999999,8831961.66068,33039,4905987.6,5193178.12069,0,2022-12-18
