Symbol,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Date GMT+0
BTCUSDT,1636934400000,65519.11,66401.82,63400.0,63606.74,37829.37124,1637020799999,2460915922.8761277,1305209,19160.47382,1247275595.4355905,0,2021-11-15
ETHUSDT,1636934400000,4626.5,4772.01,4540.0,4563.78,375421.6601,1637020799999,1752738875.791921,1061676,193844.8631,905084671.525607,0,2021-11-15
BNBUSDT,1636934400000,650.7,659.5,630.3,633.8,953989.634,1637020799999,615298900.6627,1026712,455754.644,294013379.1506,0,2021-11-15
NEOUSDT,1636934400000,48.51,49.19,46.8,47.07,383132.69,1637020799999,18544885.1863,56926,186031.94,9008456.6023,0,2021-11-15
LTCUSDT,1636934400000,279.3,281.5,259.0,263.0,1155933.609,1637020799999,312897146.7494,463687,548848.171,148643374.5723,0,2021-11-15
QTUMUSDT,1636934400000,17.31,17.838,16.515,16.568,2163689.8,1637020799999,37283972.109,143417,1099617.0,18962906.8679,0,2021-11-15
ADAUSDT,1636934400000,2.04,2.095,2.011,2.017,93079577.9,1637020799999,190858022.3605,344074,46277946.8,94942167.5753,0,2021-11-15
XRPUSDT,1636934400000,1.1879,1.2198,1.1651,1.172,266793400.0,1637020799999,319547494.8597,410956,130848529.0,156804907.2774,0,2021-11-15
EOSUSDT,1636934400000,4.956,5.098,4.764,4.807,16281171.6,1637020799999,80746024.004,199130,7616085.6,37775077.0138,0,2021-11-15
TUSDUSDT,1636934400000,0.9998,1.0,0.9997,0.9999,48168363.0,1637020799999,48159191.5384,19436,25110272.0,25106580.001,0,2021-11-15
IOTAUSDT,1636934400000,1.3041,1.344,1.2814,1.326,12924816.0,1637020799999,17035295.5171,83664,6474400.0,8531872.0031,0,2021-11-15
XLMUSDT,1636934400000,0.3773,0.394,0.3737,0.3768,142825788.0,1637020799999,55033997.9369,158740,68303690.0,26323352.4565,0,2021-11-15
ONTUSDT,1636934400000,1.1123,1.1163,1.0414,1.0615,18610680.0,1637020799999,20132137.0084,78405,9038057.0,9773628.5758,0,2021-11-15
TRXUSDT,1636934400000,0.11699,0.12933,0.11573,0.1238,4855348055.5,1637020799999,602087298.907652,1358967,2428972844.0,301173496.714699,0,2021-11-15
ETCUSDT,1636934400000,56.13,56.73,54.18,54.81,954835.65,1637020799999,53138355.8018,94576,479955.83,26712042.5313,0,2021-11-15
ICXUSDT,1636934400000,2.411,2.719,2.392,2.483,17141284.41,1637020799999,43921477.930672,97633,8249671.07,21142255.192072,0,2021-11-15
NULSUSDT,1636934400000,0.5713,0.5868,0.5604,0.5674,2945413.0,1637020799999,1682981.1088,8361,1343238.0,768341.2609,0,2021-11-15
VETUSDT,1636934400000,0.16175,0.17749,0.1616,0.16292,1402778438.8,1637020799999,236582040.122525,724487,700529172.2,118166875.180175,0,2021-11-15
USDCUSDT,1636934400000,0.9998,1.0002,0.9996,0.9997,150047432.0,1637020799999,150029524.3667,46746,63691592.0,63685385.3752,0,2021-11-15
LINKUSDT,1636934400000,33.75,34.5,31.98,32.04,4212705.79,1637020799999,140614159.6195,292447,2001337.73,66871212.5071,0,2021-11-15
WAVESUSDT,1636934400000,23.39,23.96,23.1,23.2,499496.21,1637020799999,11701629.6677,30160,248401.2,5825621.1601,0,2021-11-15
BTTUSDT,1636934400000,0.003793,0.003987,0.003742,0.003808,25684012617.0,1637020799999,99583600.914744,212726,12210487507.0,47349010.119618,0,2021-11-15
