Symbol,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Date GMT+0
BTCUSDT,1558396800000,7937.16,8042.32,7771.0,7904.87,52301.752247,1558483199999,413637782.3697455,554038,27272.360448,215730616.60421488,0,2019-05-21
ETHUSDT,1558396800000,250.48,262.0,246.06,253.43,580249.69753,1558483199999,146749988.2737374,229662,296180.05712,74931122.1641711,0,2019-05-21
BNBUSDT,1558396800000,29.2666,32.8,28.05,32.3907,4704491.98,1558483199999,142363584.104499,244242,2401919.44,72776603.600088,0,2019-05-21
NEOUSDT,1558396800000,11.998,12.572,11.671,12.079,1007072.877,1558483199999,12172637.806047,38113,520189.856,6295000.334701,0,2019-05-21
LTCUSDT,1558396800000,91.1,93.02,88.83,90.79,335538.23309,1558483199999,30483197.1255505,76133,166509.04586,15142818.9520519,0,2019-05-21
QTUMUSDT,1558396800000,3.09,3.255,3.021,3.153,500595.789,1558483199999,1570696.173351,7571,246975.574,775278.498886,0,2019-05-21
ADAUSDT,1558396800000,0.08448,0.086,0.08182,0.08403,130576929.8,1558483199999,10971085.622295,39937,67639703.8,5685683.908792,0,2019-05-21
XRPUSDT,1558396800000,0.39629,0.40738,0.3853,0.39524,136551127.7,1558483199999,53950488.331162,132143,69991282.9,27661157.913141,0,2019-05-21
EOSUSDT,1558396800000,6.215,6.36,6.0744,6.2589,4827968.92,1558483199999,30118160.345732,68905,2560971.22,15981251.838849,0,2019-05-21
TUSDUSDT,1558396800000,0.9919,0.9979,0.9904,0.9939,14096964.04,1558483199999,14015732.602205,44301,5922429.46,5891543.602795,0,2019-05-21
IOTAUSDT,1558396800000,0.4024,0.431,0.3966,0.4127,10774521.93,1558483199999,4415987.700722,16950,5829453.99,2387980.870184,0,2019-05-21
XLMUSDT,1558396800000,0.1349,0.13645,0.13103,0.13359,41394396.8,1558483199999,5533849.555474,26629,19769734.4,2642683.844313,0,2019-05-21
ONTUSDT,1558396800000,1.3661,1.412,1.3335,1.3818,3342281.07,1558483199999,4618381.089245,19114,1644894.91,2272898.523642,0,2019-05-21
TRXUSDT,1558396800000,0.02779,0.0299,0.02729,0.0283,657554926.2,1558483199999,18773054.912442,44840,314313593.4,8978045.807491,0,2019-05-21
ETCUSDT,1558396800000,7.3661,7.62,7.197,7.385,650276.97,1558483199999,4802560.899461,15230,362682.55,2675812.577657,0,2019-05-21
ICXUSDT,1558396800000,0.3689,0.4315,0.3668,0.4016,15945878.18,1558483199999,6330375.771164,20288,8565448.24,3400784.721719,0,2019-05-21
NULSUSDT,1558396800000,0.69,0.7606,0.6803,0.7379,1981195.26,1558483199999,1438177.534317,10843,960509.47,699699.882427,0,2019-05-21
VETUSDT,1558396800000,0.007627,0.008,0.007597,0.007703,732890059.0,1558483199999,5719468.91014,17697,357845940.0,2793592.55376,0,2019-05-21
PAXUSDT,1558396800000,0.9921,0.9975,0.9909,0.9939,13195065.8,1558483199999,13111779.036004,38466,4613029.64,4586138.872738,0,2019-05-21
BCHABCUSDT,1558396800000,411.62,446.0,397.35,414.83,186459.42696,1558483199999,77606982.2379164,112671,92844.54015,38656079.0353189,0,2019-05-21
USDCUSDT,1558396800000,0.9915,0.9971,0.991,0.994,12143484.77,1558483199999,12070897.997688,35113,4168407.55,4146224.769302,0,2019-05-21
LINKUSDT,1558396800000,1.1146,1.25,1.06,1.1798,5046994.2,1558483199999,5745623.487639,21707,2427846.67,2763177.703791,0,2019-05-21
WAVESUSDT,1558396800000,2.4483,2.5629,2.37,2.4716,847222.88,1558483199999,2091119.459717,8902,497351.82,1228046.452315,0,2019-05-21
BTTUSDT,1558396800000,0.0011933,0.00135,0.0011146,0.0011376,70742860786.0,1558483199999,88163020.2698056,134158,38946201901.0,48520935.0640203,0,2019-05-21
USDSUSDT,1558396800000,0.9913,0.997,0.99,0.9922,186716.17,1558483199999,185300.763961,774,88508.52,87915.971056,0,2019-05-21
ONGUSDT,1558396800000,0.4272,0.4788,0.415,0.4329,4304287.03,1558483199999,1892043.540742,10619,2035174.55,895393.934725,0,2019-05-21
HOTUSDT,1558396800000,0.0017228,0.0022846,0.0017175,0.0018391,8986582003.0,1558483199999,17994828.5271791,46969,4390447252.0,8784972.2064473,0,2019-05-21
ZILUSDT,1558396800000,0.01724,0.02419,0.01721,0.02085,618092357.1,1558483199999,12827463.005015,46178,286009673.9,5926516.791108,0,2019-05-21
ZRXUSDT,1558396800000,0.3172,0.3326,0.3079,0.3308,2748098.82,1558483199999,876886.633118,4035,1370265.07,436770.247175,0,2019-05-21
