Symbol,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Date GMT+0
BTCUSDT,1580169600000,8907.57,9400.0,8862.4,9374.21,74584.853765,1580255999999,676593159.4823396,616678,38852.363246,352558461.2153821,0,2020-01-28
ETHUSDT,1580169600000,170.04,176.2,170.03,175.64,473433.89609,1580255999999,81649497.4929489,178990,249252.61532,42996095.5594356,0,2020-01-28
BNBUSDT,1580169600000,17.67,18.16,17.4466,18.0662,1916526.07,1580255999999,34097546.051096,78924,999987.06,17791007.438333,0,2020-01-28
NEOUSDT,1580169600000,11.103,11.419,11.028,11.36,272951.565,1580255999999,3056968.67974,9150,133432.961,1495986.600803,0,2020-01-28
LTCUSDT,1580169600000,58.55,61.61,57.28,60.52,720540.74548,1580255999999,42958185.6417493,89043,361368.02755,21553055.468872,0,2020-01-28
QTUMUSDT,1580169600000,1.998,2.07,1.99,2.052,1439833.692,1580255999999,2918190.190096,19507,719959.745,1459637.886789,0,2020-01-28
ADAUSDT,1580169600000,0.048,0.05471,0.04749,0.0529,720874424.0,1580255999999,36978142.345989,88392,352218966.0,18080896.043614,0,2020-01-28
XRPUSDT,1580169600000,0.23078,0.24162,0.23077,0.23906,157599522.5,1580255999999,37078070.268662,93181,83300252.9,19600928.329822,0,2020-01-28
EOSUSDT,1580169600000,3.9618,4.1325,3.871,4.0412,12083323.83,1580255999999,48564405.510233,104374,5954304.11,23949969.230026,0,2020-01-28
TUSDUSDT,1580169600000,1.0018,1.0033,0.999,0.9998,8084302.51,1580255999999,8097121.392613,14888,3412483.35,3418289.816513,0,2020-01-28
IOTAUSDT,1580169600000,0.2516,0.2918,0.247,0.2863,14906258.66,1580255999999,4033769.995459,14980,7771215.51,2103617.399183,0,2020-01-28
XLMUSDT,1580169600000,0.0597,0.06224,0.05906,0.06072,165415527.5,1580255999999,9997473.856409,65726,83959547.3,5077177.568856,0,2020-01-28
ONTUSDT,1580169600000,0.6845,0.7,0.6748,0.6959,4863091.27,1580255999999,3345686.816526,15393,2360736.27,1625156.845197,0,2020-01-28
TRXUSDT,1580169600000,0.01713,0.01899,0.01712,0.0186,1918311363.3,1580255999999,34732958.314967,106912,950661305.9,17208977.593699,0,2020-01-28
ETCUSDT,1580169600000,10.4229,11.7,10.3572,11.3697,11521471.14,1580255999999,126525458.835913,316697,5752334.2,63198790.215355,0,2020-01-28
ICXUSDT,1580169600000,0.1774,0.192,0.1762,0.186,7994792.17,1580255999999,1457348.031035,8649,3854947.53,703456.546248,0,2020-01-28
NULSUSDT,1580169600000,0.2704,0.2752,0.2654,0.2733,147810.96,1580255999999,40022.36149,507,75928.23,20578.043065,0,2020-01-28
VETUSDT,1580169600000,0.005743,0.00589,0.005739,0.0058,649403456.0,1580255999999,3771724.37825,21564,304561939.0,1769666.492957,0,2020-01-28
PAXUSDT,1580169600000,1.0018,1.005,0.9991,0.9999,3956364.55,1580255999999,3963375.822944,7763,1546760.62,1549853.702343,0,2020-01-28
USDCUSDT,1580169600000,1.0018,1.003,0.9985,0.9997,12816038.53,1580255999999,12833739.518412,22254,2974940.04,2979595.850754,0,2020-01-28
LINKUSDT,1580169600000,2.6051,2.67,2.5868,2.6558,3113588.17,1580255999999,8190994.708915,31313,1573415.78,4142569.812112,0,2020-01-28
WAVESUSDT,1580169600000,0.8681,0.905,0.86,0.8856,964051.4,1580255999999,847985.084813,6335,528647.28,466151.80881,0,2020-01-28
