Symbol,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Date GMT+0
BTCUSDT,1688515200000,30766.52,30878.07,30200.0,30504.81,33215.67122,1688601599999,1013694790.31705,827926,15619.11716,476478254.94341326,0,2023-07-05
ETHUSDT,1688515200000,1936.19,1942.5,1894.51,1910.36,267633.4783,1688601599999,512774138.21894896,362985,128057.0596,245340739.075563,0,2023-07-05
BNBUSDT,1688515200000,242.5,243.9,235.8,238.9,520015.694,1688601599999,124699717.6546,209992,250400.742,60040657.6584,0,2023-07-05
NEOUSDT,1688515200000,9.29,9.37,8.82,9.11,562875.6,1688601599999,5117620.3549,25970,267646.99,2433243.2192,0,2023-07-05
LTCUSDT,1688515200000,104.27,106.63,98.6,102.6,1410427.816,1688601599999,144754144.54257,329494,718041.239,73750671.56108,0,2023-07-05
QTUMUSDT,1688515200000,2.82,2.824,2.607,2.739,1600958.4,1688601599999,4343722.5127,24794,775138.2,2102068.439,0,2023-07-05
ADAUSDT,1688515200000,0.2924,0.2963,0.2797,0.2839,106289740.4,1688601599999,30561805.54921,81330,52448320.0,15077928.75058,0,2023-07-05
XRPUSDT,1688515200000,0.4872,0.4919,0.4696,0.4777,292620010.0,1688601599999,140622559.5325,148600,142142736.0,68265941.1787,0,2023-07-05
EOSUSDT,1688515200000,0.742,0.767,0.708,0.723,20378597.8,1688601599999,14925684.1137,37540,9758681.3,7151517.6011,0,2023-07-05
TUSDUSDT,1688515200000,0.9998,1.0002,0.9998,1.0002,131763517.0,1688601599999,131757361.2636,86922,69176267.0,69175798.7169,0,2023-07-05
IOTAUSDT,1688515200000,0.186,0.1911,0.1803,0.1836,7589754.0,1688601599999,1413045.6644,10069,4142100.0,772569.6237,0,2023-07-05
XLMUSDT,1688515200000,0.1034,0.1046,0.0994,0.1006,44578248.0,1688601599999,4529189.2341,19887,19648416.0,1997217.6867,0,2023-07-05
ONTUSDT,1688515200000,0.2001,0.2051,0.19,0.1945,15643100.0,1688601599999,3085824.5521,14229,7583510.0,1496095.1834,0,2023-07-05
TRXUSDT,1688515200000,0.07703,0.07792,0.0766,0.07707,215055002.9,1688601599999,16613104.354525,80915,104695547.7,8088630.026053,0,2023-07-05
ETCUSDT,1688515200000,19.51,19.78,18.6,19.38,905629.35,1688601599999,17294594.8763,48747,394052.65,7525081.3993,0,2023-07-05
ICXUSDT,1688515200000,0.2226,0.2397,0.2185,0.2305,17565049.2,1688601599999,4011130.10414,21469,9396772.1,2149187.5649,0,2023-07-05
NULSUSDT,1688515200000,0.2107,0.2197,0.2082,0.2135,5628151.0,1688601599999,1206480.8123,8938,3147660.0,675894.6073,0,2023-07-05
